"","year","species","treatment","replicate","abundance"
"7233",2001,"Baetis","high",3,12
"7234",2001,"Baetis","high",4,34
"7235",2001,"Baetis","high",5,33
"7236",2001,"Baetis","high",6,5
"7237",2001,"Baetis","high",7,24
"7238",2001,"Baetis","high",8,8
"7239",2001,"Baetis","high",9,14
"7240",2001,"Baetis","high",10,57
"7241",2001,"Baetis","low",1,0
"7242",2001,"Baetis","low",2,1
"7243",2001,"Baetis","low",3,1
"7244",2001,"Baetis","low",4,2
"7245",2001,"Baetis","low",5,1
"7246",2001,"Baetis","low",6,1
"7247",2001,"Baetis","low",7,1
"7248",2001,"Baetis","low",8,0
"7249",2001,"Baetis","low",9,8
"7250",2001,"Baetis","low",10,3
"7251",2001,"Baetis","medium",1,39
"7252",2001,"Baetis","medium",2,20
"7253",2001,"Baetis","medium",3,33
"7254",2001,"Baetis","medium",4,65
"7255",2001,"Baetis","medium",5,35
"7256",2001,"Baetis","medium",6,19
"7257",2001,"Baetis","medium",7,1
"7258",2001,"Baetis","medium",8,9
"7259",2001,"Baetis","medium",9,20
"7260",2001,"Baetis","medium",10,22
"7261",2001,"Ceratopogonidae","control",1,2
"7262",2001,"Ceratopogonidae","control",2,0
"7263",2001,"Ceratopogonidae","control",3,9
"7264",2001,"Ceratopogonidae","control",4,1
"7265",2001,"Ceratopogonidae","control",5,4
"7266",2001,"Ceratopogonidae","control",6,26
"7267",2001,"Ceratopogonidae","control",7,1
"7268",2001,"Ceratopogonidae","control",8,1
"7269",2001,"Ceratopogonidae","control",9,9
"7270",2001,"Ceratopogonidae","control",10,3
"7271",2001,"Ceratopogonidae","high",1,15
"7272",2001,"Ceratopogonidae","high",2,2
"7273",2001,"Ceratopogonidae","high",3,1
"7274",2001,"Ceratopogonidae","high",4,2
"7275",2001,"Ceratopogonidae","high",5,1
"7276",2001,"Ceratopogonidae","high",6,0
"7277",2001,"Ceratopogonidae","high",7,2
"7278",2001,"Ceratopogonidae","high",8,1
"7279",2001,"Ceratopogonidae","high",9,5
"7280",2001,"Ceratopogonidae","high",10,6
"7281",2001,"Ceratopogonidae","low",1,0
"7282",2001,"Ceratopogonidae","low",2,2
"7283",2001,"Ceratopogonidae","low",3,9
"7284",2001,"Ceratopogonidae","low",4,4
"7285",2001,"Ceratopogonidae","low",5,4
"7286",2001,"Ceratopogonidae","low",6,1
"7287",2001,"Ceratopogonidae","low",7,1
"7288",2001,"Ceratopogonidae","low",8,0
"7289",2001,"Ceratopogonidae","low",9,3
"7290",2001,"Ceratopogonidae","low",10,6
"7291",2001,"Ceratopogonidae","medium",1,13
"7292",2001,"Ceratopogonidae","medium",2,7
"7293",2001,"Ceratopogonidae","medium",3,27
"7294",2001,"Ceratopogonidae","medium",4,0
"7295",2001,"Ceratopogonidae","medium",5,9
"7296",2001,"Ceratopogonidae","medium",6,9
"7297",2001,"Ceratopogonidae","medium",7,17
"7298",2001,"Ceratopogonidae","medium",8,12
"7299",2001,"Ceratopogonidae","medium",9,24
"7300",2001,"Ceratopogonidae","medium",10,7
"7301",2001,"Chelifera","control",1,2
"7302",2001,"Chelifera","control",2,6
"7303",2001,"Chelifera","control",3,5
"7304",2001,"Chelifera","control",4,1
"7305",2001,"Chelifera","control",5,5
"7306",2001,"Chelifera","control",6,5
"7307",2001,"Chelifera","control",7,1
"7308",2001,"Chelifera","control",8,6
"7309",2001,"Chelifera","control",9,9
"7310",2001,"Chelifera","control",10,17
"7311",2001,"Chelifera","high",1,4
"7312",2001,"Chelifera","high",2,10
"7313",2001,"Chelifera","high",3,1
"7314",2001,"Chelifera","high",4,0
"7315",2001,"Chelifera","high",5,0
"7316",2001,"Chelifera","high",6,1
"7317",2001,"Chelifera","high",7,0
"7318",2001,"Chelifera","high",8,0
"7319",2001,"Chelifera","high",9,1
"7320",2001,"Chelifera","high",10,3
"7321",2001,"Chelifera","low",1,4
"7322",2001,"Chelifera","low",2,1
"7323",2001,"Chelifera","low",3,1
"7324",2001,"Chelifera","low",4,2
"7325",2001,"Chelifera","low",5,2
"7326",2001,"Chelifera","low",6,0
"7327",2001,"Chelifera","low",7,1
"7328",2001,"Chelifera","low",8,1
"7329",2001,"Chelifera","low",9,0
"7330",2001,"Chelifera","low",10,2
"7331",2001,"Chelifera","medium",1,15
"7332",2001,"Chelifera","medium",2,3
"7333",2001,"Chelifera","medium",3,36
"7334",2001,"Chelifera","medium",4,5
"7335",2001,"Chelifera","medium",5,18
"7336",2001,"Chelifera","medium",6,12
"7337",2001,"Chelifera","medium",7,3
"7338",2001,"Chelifera","medium",8,3
"7339",2001,"Chelifera","medium",9,3
"7340",2001,"Chelifera","medium",10,0
"7341",2001,"Cheumatopsyche","high",1,0
"7342",2001,"Cheumatopsyche","high",2,1
"7343",2001,"Cheumatopsyche","high",3,0
"7344",2001,"Cheumatopsyche","high",4,0
"7345",2001,"Cheumatopsyche","high",5,0
"7346",2001,"Cheumatopsyche","high",6,0
"7347",2001,"Cheumatopsyche","high",7,0
"7348",2001,"Cheumatopsyche","high",8,0
"7349",2001,"Cheumatopsyche","high",9,1
"7350",2001,"Cheumatopsyche","high",10,0
"7351",2001,"Chironomidae","control",1,71
"7352",2001,"Chironomidae","control",2,48
"7353",2001,"Chironomidae","control",3,62
"7354",2001,"Chironomidae","control",4,12
"7355",2001,"Chironomidae","control",5,63
"7356",2001,"Chironomidae","control",6,66
"7357",2001,"Chironomidae","control",7,43
"7358",2001,"Chironomidae","control",8,88
"7359",2001,"Chironomidae","control",9,36
"7360",2001,"Chironomidae","control",10,46
"7361",2001,"Chironomidae","high",1,208
"7362",2001,"Chironomidae","high",2,45
"7363",2001,"Chironomidae","high",3,41
"7364",2001,"Chironomidae","high",4,68
"7365",2001,"Chironomidae","high",5,93
"7366",2001,"Chironomidae","high",6,17
"7367",2001,"Chironomidae","high",7,58
"7368",2001,"Chironomidae","high",8,19
"7369",2001,"Chironomidae","high",9,43
"7370",2001,"Chironomidae","high",10,139
"7371",2001,"Chironomidae","low",1,51
"7372",2001,"Chironomidae","low",2,22
"7373",2001,"Chironomidae","low",3,131
"7374",2001,"Chironomidae","low",4,98
"7375",2001,"Chironomidae","low",5,227
"7376",2001,"Chironomidae","low",6,52
"7377",2001,"Chironomidae","low",7,171
"7378",2001,"Chironomidae","low",8,26
"7379",2001,"Chironomidae","low",9,77
"7380",2001,"Chironomidae","low",10,53
"7381",2001,"Chironomidae","medium",1,214
"7382",2001,"Chironomidae","medium",2,135
"7383",2001,"Chironomidae","medium",3,477
"7384",2001,"Chironomidae","medium",4,685
"7385",2001,"Chironomidae","medium",5,523
"7386",2001,"Chironomidae","medium",6,312
"7387",2001,"Chironomidae","medium",7,122
"7388",2001,"Chironomidae","medium",8,126
"7389",2001,"Chironomidae","medium",9,85
"7390",2001,"Chironomidae","medium",10,198
"7391",2001,"Chloroperlidae","control",1,0
"7392",2001,"Chloroperlidae","control",2,5
"7393",2001,"Chloroperlidae","control",3,7
"7394",2001,"Chloroperlidae","control",4,1
"7395",2001,"Chloroperlidae","control",5,5
"7396",2001,"Chloroperlidae","control",6,8
"7397",2001,"Chloroperlidae","control",7,0
"7398",2001,"Chloroperlidae","control",8,14
"7399",2001,"Chloroperlidae","control",9,0
"7400",2001,"Chloroperlidae","control",10,0
"7401",2001,"Chloroperlidae","high",1,21
"7402",2001,"Chloroperlidae","high",2,0
"7403",2001,"Chloroperlidae","high",3,6
"7404",2001,"Chloroperlidae","high",4,9
"7405",2001,"Chloroperlidae","high",5,5
"7406",2001,"Chloroperlidae","high",6,2
"7407",2001,"Chloroperlidae","high",7,11
"7408",2001,"Chloroperlidae","high",8,0
"7409",2001,"Chloroperlidae","high",9,0
"7410",2001,"Chloroperlidae","high",10,19
"7411",2001,"Chloroperlidae","low",1,3
"7412",2001,"Chloroperlidae","low",2,6
"7413",2001,"Chloroperlidae","low",3,3
"7414",2001,"Chloroperlidae","low",4,9
"7415",2001,"Chloroperlidae","low",5,14
"7416",2001,"Chloroperlidae","low",6,0
"7417",2001,"Chloroperlidae","low",7,5
"7418",2001,"Chloroperlidae","low",8,5
"7419",2001,"Chloroperlidae","low",9,3
"7420",2001,"Chloroperlidae","low",10,4
"7421",2001,"Chloroperlidae","medium",1,45
"7422",2001,"Chloroperlidae","medium",2,7
"7423",2001,"Chloroperlidae","medium",3,23
"7424",2001,"Chloroperlidae","medium",4,32
"7425",2001,"Chloroperlidae","medium",5,0
"7426",2001,"Chloroperlidae","medium",6,9
"7427",2001,"Chloroperlidae","medium",7,9
"7428",2001,"Chloroperlidae","medium",8,54
"7429",2001,"Chloroperlidae","medium",9,18
"7430",2001,"Chloroperlidae","medium",10,43
"7431",2001,"Chloroperlinae","control",1,31
"7432",2001,"Chloroperlinae","control",2,2
"7433",2001,"Chloroperlinae","control",3,2
"7434",2001,"Chloroperlinae","control",4,0
"7435",2001,"Chloroperlinae","control",5,6
"7436",2001,"Chloroperlinae","control",6,7
"7437",2001,"Chloroperlinae","control",7,19
"7438",2001,"Chloroperlinae","control",8,7
"7439",2001,"Chloroperlinae","control",9,20
"7440",2001,"Chloroperlinae","control",10,11
"7441",2001,"Chloroperlinae","high",1,4
"7442",2001,"Chloroperlinae","high",2,12
"7443",2001,"Chloroperlinae","high",3,2
"7444",2001,"Chloroperlinae","high",4,1
"7445",2001,"Chloroperlinae","high",5,4
"7446",2001,"Chloroperlinae","high",6,0
"7447",2001,"Chloroperlinae","high",7,1
"7448",2001,"Chloroperlinae","high",8,6
"7449",2001,"Chloroperlinae","high",9,8
"7450",2001,"Chloroperlinae","high",10,3
"7451",2001,"Chloroperlinae","low",1,2
"7452",2001,"Chloroperlinae","low",2,5
"7453",2001,"Chloroperlinae","low",3,17
"7454",2001,"Chloroperlinae","low",4,8
"7455",2001,"Chloroperlinae","low",5,5
"7456",2001,"Chloroperlinae","low",6,7
"7457",2001,"Chloroperlinae","low",7,25
"7458",2001,"Chloroperlinae","low",8,1
"7459",2001,"Chloroperlinae","low",9,9
"7460",2001,"Chloroperlinae","low",10,4
"7461",2001,"Chloroperlinae","medium",1,2
"7462",2001,"Chloroperlinae","medium",2,10
"7463",2001,"Chloroperlinae","medium",3,27
"7464",2001,"Chloroperlinae","medium",4,20
"7465",2001,"Chloroperlinae","medium",5,30
"7466",2001,"Chloroperlinae","medium",6,24
"7467",2001,"Chloroperlinae","medium",7,11
"7468",2001,"Chloroperlinae","medium",8,6
"7469",2001,"Chloroperlinae","medium",9,6
"7470",2001,"Chloroperlinae","medium",10,7
"7471",2001,"Clinocera","control",1,0
"7472",2001,"Clinocera","control",2,0
"7473",2001,"Clinocera","control",3,0
"7474",2001,"Clinocera","control",4,0
"7475",2001,"Clinocera","control",5,0
"7476",2001,"Clinocera","control",6,0
"7477",2001,"Clinocera","control",7,0
"7478",2001,"Clinocera","control",8,0
"7479",2001,"Clinocera","control",9,0
"7480",2001,"Clinocera","control",10,0
"7481",2001,"Clinocera","high",1,0
"7482",2001,"Clinocera","high",2,0
"7483",2001,"Clinocera","high",3,0
"7484",2001,"Clinocera","high",4,0
"7485",2001,"Clinocera","high",5,0
"7486",2001,"Clinocera","high",6,0
"7487",2001,"Clinocera","high",7,0
"7488",2001,"Clinocera","high",8,0
"7489",2001,"Clinocera","high",9,0
"7490",2001,"Clinocera","high",10,0
"7491",2001,"Clinocera","low",1,0
"7492",2001,"Clinocera","low",2,0
"7493",2001,"Clinocera","low",3,0
"7494",2001,"Clinocera","low",4,0
"7495",2001,"Clinocera","low",5,0
"7496",2001,"Clinocera","low",6,0
"7497",2001,"Clinocera","low",7,0
"7498",2001,"Clinocera","low",8,0
"7499",2001,"Clinocera","low",9,0
"7500",2001,"Clinocera","low",10,0
"7501",2001,"Clinocera","medium",1,0
"7502",2001,"Clinocera","medium",2,0
"7503",2001,"Clinocera","medium",3,0
"7504",2001,"Clinocera","medium",4,0
"7505",2001,"Clinocera","medium",5,0
"7506",2001,"Clinocera","medium",6,0
"7507",2001,"Clinocera","medium",7,0
"7508",2001,"Clinocera","medium",8,0
"7509",2001,"Clinocera","medium",9,0
"7510",2001,"Clinocera","medium",10,4
"7511",2001,"Dicranota","control",1,6
"7512",2001,"Dicranota","control",2,3
"7513",2001,"Dicranota","control",3,5
"7514",2001,"Dicranota","control",4,1
"7515",2001,"Dicranota","control",5,14
"7516",2001,"Dicranota","control",6,6
"7517",2001,"Dicranota","control",7,8
"7518",2001,"Dicranota","control",8,24
"7519",2001,"Dicranota","control",9,2
"7520",2001,"Dicranota","control",10,14
"7521",2001,"Dicranota","high",1,26
"7522",2001,"Dicranota","high",2,2
"7523",2001,"Dicranota","high",3,3
"7524",2001,"Dicranota","high",4,12
"7525",2001,"Dicranota","high",5,14
"7526",2001,"Dicranota","high",6,0
"7527",2001,"Dicranota","high",7,3
"7528",2001,"Dicranota","high",8,0
"7529",2001,"Dicranota","high",9,3
"7530",2001,"Dicranota","high",10,9
"7531",2001,"Dicranota","low",1,9
"7532",2001,"Dicranota","low",2,9
"7533",2001,"Dicranota","low",3,12
"7534",2001,"Dicranota","low",4,14
"7535",2001,"Dicranota","low",5,19
"7536",2001,"Dicranota","low",6,12
"7537",2001,"Dicranota","low",7,26
"7538",2001,"Dicranota","low",8,4
"7539",2001,"Dicranota","low",9,8
"7540",2001,"Dicranota","low",10,6
"7541",2001,"Dicranota","medium",1,12
"7542",2001,"Dicranota","medium",2,11
"7543",2001,"Dicranota","medium",3,18
"7544",2001,"Dicranota","medium",4,68
"7545",2001,"Dicranota","medium",5,33
"7546",2001,"Dicranota","medium",6,6
"7547",2001,"Dicranota","medium",7,2
"7548",2001,"Dicranota","medium",8,0
"7549",2001,"Dicranota","medium",9,1
"7550",2001,"Dicranota","medium",10,11
"7551",2001,"Diptera","control",1,6
"7552",2001,"Diptera","control",2,0
"7553",2001,"Diptera","control",3,0
"7554",2001,"Diptera","control",4,0
"7555",2001,"Diptera","control",5,0
"7556",2001,"Diptera","control",6,0
"7557",2001,"Diptera","control",7,5
"7558",2001,"Diptera","control",8,0
"7559",2001,"Diptera","control",9,12
"7560",2001,"Diptera","control",10,7
"7561",2001,"Diptera","high",1,0
"7562",2001,"Diptera","high",2,8
"7563",2001,"Diptera","high",3,0
"7564",2001,"Diptera","high",4,0
"7565",2001,"Diptera","high",5,0
"7566",2001,"Diptera","high",6,0
"7567",2001,"Diptera","high",7,0
"7568",2001,"Diptera","high",8,4
"7569",2001,"Diptera","high",9,3
"7570",2001,"Diptera","high",10,0
"7571",2001,"Diptera","low",1,0
"7572",2001,"Diptera","low",2,0
"7573",2001,"Diptera","low",3,35
"7574",2001,"Diptera","low",4,0
"7575",2001,"Diptera","low",5,0
"7576",2001,"Diptera","low",6,0
"7577",2001,"Diptera","low",7,22
"7578",2001,"Diptera","low",8,0
"7579",2001,"Diptera","low",9,0
"7580",2001,"Diptera","low",10,0
"7581",2001,"Diptera","medium",1,0
"7582",2001,"Diptera","medium",2,5
"7583",2001,"Diptera","medium",3,18
"7584",2001,"Diptera","medium",4,0
"7585",2001,"Diptera","medium",5,15
"7586",2001,"Diptera","medium",6,13
"7587",2001,"Diptera","medium",7,1
"7588",2001,"Diptera","medium",8,0
"7589",2001,"Diptera","medium",9,0
"7590",2001,"Diptera","medium",10,0
"7591",2001,"Dixidae","control",1,0
"7592",2001,"Dixidae","control",2,0
"7593",2001,"Dixidae","control",3,0
"7594",2001,"Dixidae","control",4,0
"7595",2001,"Dixidae","control",5,0
"7596",2001,"Dixidae","control",6,0
"7597",2001,"Dixidae","control",7,0
"7598",2001,"Dixidae","control",8,1
"7599",2001,"Dixidae","control",9,0
"7600",2001,"Dixidae","control",10,0
"7601",2001,"Dixidae","high",1,0
"7602",2001,"Dixidae","high",2,0
"7603",2001,"Dixidae","high",3,0
"7604",2001,"Dixidae","high",4,0
"7605",2001,"Dixidae","high",5,0
"7606",2001,"Dixidae","high",6,0
"7607",2001,"Dixidae","high",7,0
"7608",2001,"Dixidae","high",8,0
"7609",2001,"Dixidae","high",9,0
"7610",2001,"Dixidae","high",10,0
"7611",2001,"Dixidae","low",1,1
"7612",2001,"Dixidae","low",2,0
"7613",2001,"Dixidae","low",3,0
"7614",2001,"Dixidae","low",4,0
"7615",2001,"Dixidae","low",5,0
"7616",2001,"Dixidae","low",6,0
"7617",2001,"Dixidae","low",7,0
"7618",2001,"Dixidae","low",8,0
"7619",2001,"Dixidae","low",9,0
"7620",2001,"Dixidae","low",10,0
"7621",2001,"Dixidae","medium",1,0
"7622",2001,"Dixidae","medium",2,0
"7623",2001,"Dixidae","medium",3,0
"7624",2001,"Dixidae","medium",4,0
"7625",2001,"Dixidae","medium",5,0
"7626",2001,"Dixidae","medium",6,0
"7627",2001,"Dixidae","medium",7,0
"7628",2001,"Dixidae","medium",8,0
"7629",2001,"Dixidae","medium",9,0
"7630",2001,"Dixidae","medium",10,0
"7631",2001,"Dolophilodes","control",1,3
"7632",2001,"Dolophilodes","control",2,3
"7633",2001,"Dolophilodes","control",3,4
"7634",2001,"Dolophilodes","control",4,1
"7635",2001,"Dolophilodes","control",5,5
"7636",2001,"Dolophilodes","control",6,5
"7637",2001,"Dolophilodes","control",7,4
"7638",2001,"Dolophilodes","control",8,28
"7639",2001,"Dolophilodes","control",9,4
"7640",2001,"Dolophilodes","control",10,9
"7641",2001,"Dolophilodes","high",1,14
"7642",2001,"Dolophilodes","high",2,0
"7643",2001,"Dolophilodes","high",3,2
"7644",2001,"Dolophilodes","high",4,17
"7645",2001,"Dolophilodes","high",5,9
"7646",2001,"Dolophilodes","high",6,0
"7647",2001,"Dolophilodes","high",7,8
"7648",2001,"Dolophilodes","high",8,1
"7649",2001,"Dolophilodes","high",9,1
"7650",2001,"Dolophilodes","high",10,12
"7651",2001,"Dolophilodes","low",1,3
"7652",2001,"Dolophilodes","low",2,1
"7653",2001,"Dolophilodes","low",3,7
"7654",2001,"Dolophilodes","low",4,7
"7655",2001,"Dolophilodes","low",5,4
"7656",2001,"Dolophilodes","low",6,0
"7657",2001,"Dolophilodes","low",7,0
"7658",2001,"Dolophilodes","low",8,0
"7659",2001,"Dolophilodes","low",9,15
"7660",2001,"Dolophilodes","low",10,9
"7661",2001,"Dolophilodes","medium",1,33
"7662",2001,"Dolophilodes","medium",2,12
"7663",2001,"Dolophilodes","medium",3,27
"7664",2001,"Dolophilodes","medium",4,99
"7665",2001,"Dolophilodes","medium",5,12
"7666",2001,"Dolophilodes","medium",6,18
"7667",2001,"Dolophilodes","medium",7,4
"7668",2001,"Dolophilodes","medium",8,3
"7669",2001,"Dolophilodes","medium",9,6
"7670",2001,"Dolophilodes","medium",10,7
"7671",2001,"Epeorus","high",1,0
"7672",2001,"Epeorus","high",2,0
"7673",2001,"Epeorus","high",3,0
"7674",2001,"Epeorus","high",4,0
"7675",2001,"Epeorus","high",5,0
"7676",2001,"Epeorus","high",6,0
"7677",2001,"Epeorus","high",7,0
"7678",2001,"Epeorus","high",8,1
"7679",2001,"Epeorus","high",9,0
"7680",2001,"Epeorus","high",10,0
"7681",2001,"Ephemerella","high",1,0
"7682",2001,"Ephemerella","high",2,0
"7683",2001,"Ephemerella","high",3,0
"7684",2001,"Ephemerella","high",4,0
"7685",2001,"Ephemerella","high",5,0
"7686",2001,"Ephemerella","high",6,0
"7687",2001,"Ephemerella","high",7,0
"7688",2001,"Ephemerella","high",8,0
"7689",2001,"Ephemerella","high",9,0
"7690",2001,"Ephemerella","high",10,0
"7691",2001,"Ephemerellidae","high",1,0
"7692",2001,"Ephemerellidae","high",2,0
"7693",2001,"Ephemerellidae","high",3,0
"7694",2001,"Ephemerellidae","high",4,0
"7695",2001,"Ephemerellidae","high",5,0
"7696",2001,"Ephemerellidae","high",6,0
"7697",2001,"Ephemerellidae","high",7,0
"7698",2001,"Ephemerellidae","high",8,0
"7699",2001,"Ephemerellidae","high",9,0
"7700",2001,"Ephemerellidae","high",10,0
"7701",2001,"Eurylophella","control",1,0
"7702",2001,"Eurylophella","control",2,0
"7703",2001,"Eurylophella","control",3,0
"7704",2001,"Eurylophella","control",4,0
"7705",2001,"Eurylophella","control",5,0
"7706",2001,"Eurylophella","control",6,0
"7707",2001,"Eurylophella","control",7,2
"7708",2001,"Eurylophella","control",8,1
"7709",2001,"Eurylophella","control",9,0
"7710",2001,"Eurylophella","control",10,0
"7711",2001,"Eurylophella","high",1,2
"7712",2001,"Eurylophella","high",2,2
"7713",2001,"Eurylophella","high",3,0
"7714",2001,"Eurylophella","high",4,0
"7715",2001,"Eurylophella","high",5,0
"7716",2001,"Eurylophella","high",6,0
"7717",2001,"Eurylophella","high",7,1
"7718",2001,"Eurylophella","high",8,0
"7719",2001,"Eurylophella","high",9,1
"7720",2001,"Eurylophella","high",10,0
"7721",2001,"Eurylophella","low",1,0
"7722",2001,"Eurylophella","low",2,0
"7723",2001,"Eurylophella","low",3,1
"7724",2001,"Eurylophella","low",4,1
"7725",2001,"Eurylophella","low",5,0
"7726",2001,"Eurylophella","low",6,0
"7727",2001,"Eurylophella","low",7,1
"7728",2001,"Eurylophella","low",8,0
"7729",2001,"Eurylophella","low",9,0
"7730",2001,"Eurylophella","low",10,0
"7731",2001,"Eurylophella","medium",1,3
"7732",2001,"Eurylophella","medium",2,0
"7733",2001,"Eurylophella","medium",3,5
"7734",2001,"Eurylophella","medium",4,0
"7735",2001,"Eurylophella","medium",5,0
"7736",2001,"Eurylophella","medium",6,3
"7737",2001,"Eurylophella","medium",7,0
"7738",2001,"Eurylophella","medium",8,0
"7739",2001,"Eurylophella","medium",9,0
"7740",2001,"Eurylophella","medium",10,0
"7741",2001,"Glossosoma","control",1,0
"7742",2001,"Glossosoma","control",2,0
"7743",2001,"Glossosoma","control",3,0
"7744",2001,"Glossosoma","control",4,0
"7745",2001,"Glossosoma","control",5,0
"7746",2001,"Glossosoma","control",6,0
"7747",2001,"Glossosoma","control",7,0
"7748",2001,"Glossosoma","control",8,0
"7749",2001,"Glossosoma","control",9,0
"7750",2001,"Glossosoma","control",10,0
"7751",2001,"Glossosoma","high",1,0
"7752",2001,"Glossosoma","high",2,0
"7753",2001,"Glossosoma","high",3,0
"7754",2001,"Glossosoma","high",4,0
"7755",2001,"Glossosoma","high",5,0
"7756",2001,"Glossosoma","high",6,0
"7757",2001,"Glossosoma","high",7,0
"7758",2001,"Glossosoma","high",8,0
"7759",2001,"Glossosoma","high",9,0
"7760",2001,"Glossosoma","high",10,0
"7761",2001,"Glossosoma","low",1,0
"7762",2001,"Glossosoma","low",2,0
"7763",2001,"Glossosoma","low",3,0
"7764",2001,"Glossosoma","low",4,0
"7765",2001,"Glossosoma","low",5,0
"7766",2001,"Glossosoma","low",6,0
"7767",2001,"Glossosoma","low",7,0
"7768",2001,"Glossosoma","low",8,0
"7769",2001,"Glossosoma","low",9,0
"7770",2001,"Glossosoma","low",10,0
"7771",2001,"Glossosoma","medium",1,3
"7772",2001,"Glossosoma","medium",2,0
"7773",2001,"Glossosoma","medium",3,0
"7774",2001,"Glossosoma","medium",4,0
"7775",2001,"Glossosoma","medium",5,0
"7776",2001,"Glossosoma","medium",6,0
"7777",2001,"Glossosoma","medium",7,0
"7778",2001,"Glossosoma","medium",8,0
"7779",2001,"Glossosoma","medium",9,0
"7780",2001,"Glossosoma","medium",10,0
"7781",2001,"Gomphidae","high",1,0
"7782",2001,"Gomphidae","high",2,0
"7783",2001,"Gomphidae","high",3,0
"7784",2001,"Gomphidae","high",4,0
"7785",2001,"Gomphidae","high",5,0
"7786",2001,"Gomphidae","high",6,0
"7787",2001,"Gomphidae","high",7,0
"7788",2001,"Gomphidae","high",8,0
"7789",2001,"Gomphidae","high",9,0
"7790",2001,"Gomphidae","high",10,0
"7791",2001,"Haploperla","control",1,0
"7792",2001,"Haploperla","control",2,0
"7793",2001,"Haploperla","control",3,0
"7794",2001,"Haploperla","control",4,1
"7795",2001,"Haploperla","control",5,0
"7796",2001,"Haploperla","control",6,0
"7797",2001,"Haploperla","control",7,3
"7798",2001,"Haploperla","control",8,2
"7799",2001,"Haploperla","control",9,2
"7800",2001,"Haploperla","control",10,3
"7801",2001,"Haploperla","high",1,3
"7802",2001,"Haploperla","high",2,0
"7803",2001,"Haploperla","high",3,1
"7804",2001,"Haploperla","high",4,2
"7805",2001,"Haploperla","high",5,0
"7806",2001,"Haploperla","high",6,0
"7807",2001,"Haploperla","high",7,0
"7808",2001,"Haploperla","high",8,0
"7809",2001,"Haploperla","high",9,0
"7810",2001,"Haploperla","high",10,2
"7811",2001,"Haploperla","low",1,0
"7812",2001,"Haploperla","low",2,2
"7813",2001,"Haploperla","low",3,0
"7814",2001,"Haploperla","low",4,0
"7815",2001,"Haploperla","low",5,0
"7816",2001,"Haploperla","low",6,0
"7817",2001,"Haploperla","low",7,0
"7818",2001,"Haploperla","low",8,0
"7819",2001,"Haploperla","low",9,0
"7820",2001,"Haploperla","low",10,0
"7821",2001,"Haploperla","medium",1,0
"7822",2001,"Haploperla","medium",2,4
"7823",2001,"Haploperla","medium",3,5
"7824",2001,"Haploperla","medium",4,0
"7825",2001,"Haploperla","medium",5,0
"7826",2001,"Haploperla","medium",6,0
"7827",2001,"Haploperla","medium",7,6
"7828",2001,"Haploperla","medium",8,0
"7829",2001,"Haploperla","medium",9,3
"7830",2001,"Haploperla","medium",10,0
"7831",2001,"Heptagenia","high",1,0
"7832",2001,"Heptagenia","high",2,0
"7833",2001,"Heptagenia","high",3,0
"7834",2001,"Heptagenia","high",4,0
"7835",2001,"Heptagenia","high",5,0
"7836",2001,"Heptagenia","high",6,0
"7837",2001,"Heptagenia","high",7,0
"7838",2001,"Heptagenia","high",8,0
"7839",2001,"Heptagenia","high",9,0
"7840",2001,"Heptagenia","high",10,0
"7841",2001,"Heptageniidae","high",1,0
"7842",2001,"Heptageniidae","high",2,0
"7843",2001,"Heptageniidae","high",3,0
"7844",2001,"Heptageniidae","high",4,0
"7845",2001,"Heptageniidae","high",5,0
"7846",2001,"Heptageniidae","high",6,0
"7847",2001,"Heptageniidae","high",7,0
"7848",2001,"Heptageniidae","high",8,0
"7849",2001,"Heptageniidae","high",9,0
"7850",2001,"Heptageniidae","high",10,0
"7851",2001,"Hesperophylax","control",1,1
"7852",2001,"Hesperophylax","control",2,0
"7853",2001,"Hesperophylax","control",3,0
"7854",2001,"Hesperophylax","control",4,0
"7855",2001,"Hesperophylax","control",5,0
"7856",2001,"Hesperophylax","control",6,0
"7857",2001,"Hesperophylax","control",7,0
"7858",2001,"Hesperophylax","control",8,1
"7859",2001,"Hesperophylax","control",9,0
"7860",2001,"Hesperophylax","control",10,0
"7861",2001,"Hesperophylax","high",1,0
"7862",2001,"Hesperophylax","high",2,0
"7863",2001,"Hesperophylax","high",3,0
"7864",2001,"Hesperophylax","high",4,0
"7865",2001,"Hesperophylax","high",5,0
"7866",2001,"Hesperophylax","high",6,0
"7867",2001,"Hesperophylax","high",7,0
"7868",2001,"Hesperophylax","high",8,0
"7869",2001,"Hesperophylax","high",9,0
"7870",2001,"Hesperophylax","high",10,0
"7871",2001,"Hesperophylax","low",1,0
"7872",2001,"Hesperophylax","low",2,0
"7873",2001,"Hesperophylax","low",3,1
"7874",2001,"Hesperophylax","low",4,0
"7875",2001,"Hesperophylax","low",5,0
"7876",2001,"Hesperophylax","low",6,0
"7877",2001,"Hesperophylax","low",7,1
"7878",2001,"Hesperophylax","low",8,0
"7879",2001,"Hesperophylax","low",9,3
"7880",2001,"Hesperophylax","low",10,0
"7881",2001,"Hesperophylax","medium",1,0
"7882",2001,"Hesperophylax","medium",2,0
"7883",2001,"Hesperophylax","medium",3,0
"7884",2001,"Hesperophylax","medium",4,0
"7885",2001,"Hesperophylax","medium",5,1
"7886",2001,"Hesperophylax","medium",6,0
"7887",2001,"Hesperophylax","medium",7,0
